"module","gene"
"miR29a_targets_score_lt_neg0.2","Fem1b"
"miR29a_targets_score_lt_neg0.2","Mlf1"
"miR29a_targets_score_lt_neg0.2","Trib2"
"miR29a_targets_score_lt_neg0.2","Tmem169"
"miR29a_targets_score_lt_neg0.2","Traf4"
"miR29a_targets_score_lt_neg0.2","Bak1"
"miR29a_targets_score_lt_neg0.2","Gpr156"
"miR29a_targets_score_lt_neg0.2","Col7a1"
"miR29a_targets_score_lt_neg0.2","Erp29"
"miR29a_targets_score_lt_neg0.2","Smim17"
"miR29a_targets_score_lt_neg0.2","Ireb2"
"miR29a_targets_score_lt_neg0.2","Bach2"
"miR29a_targets_score_lt_neg0.2","Abcb6"
"miR29a_targets_score_lt_neg0.2","Pgap2"
"miR29a_targets_score_lt_neg0.2","Cbx6"
"miR29a_targets_score_lt_neg0.2","Ptp4a1"
"miR29a_targets_score_lt_neg0.2","Rnd3"
"miR29a_targets_score_lt_neg0.2","Icos"
"miR29a_targets_score_lt_neg0.2","Zbtb34"
"miR29a_targets_score_lt_neg0.2","Col4a1"
"miR29a_targets_score_lt_neg0.2","Lims1"
"miR29a_targets_score_lt_neg0.2","Pan2"
"miR29a_targets_score_lt_neg0.2","Smtnl2"
"miR29a_targets_score_lt_neg0.2","Eps15"
"miR29a_targets_score_lt_neg0.2","Adamts10"
"miR29a_targets_score_lt_neg0.2","Eomes"
"miR29a_targets_score_lt_neg0.2","Grip1"
"miR29a_targets_score_lt_neg0.2","Ky"
"miR29a_targets_score_lt_neg0.2","Rnf39"
"miR29a_targets_score_lt_neg0.2","Ybx3"
"miR29a_targets_score_lt_neg0.2","0610030E20Rik"
"miR29a_targets_score_lt_neg0.2","Zfp36l1"
"miR29a_targets_score_lt_neg0.2","Cav2"
"miR29a_targets_score_lt_neg0.2","Col2a1"
"miR29a_targets_score_lt_neg0.2","Adam19"
"miR29a_targets_score_lt_neg0.2","Narf"
"miR29a_targets_score_lt_neg0.2","Frat2"
"miR29a_targets_score_lt_neg0.2","Zfp346"
"miR29a_targets_score_lt_neg0.2","Brwd3"
"miR29a_targets_score_lt_neg0.2","C1qtnf6"
"miR29a_targets_score_lt_neg0.2","Col4a2"
"miR29a_targets_score_lt_neg0.2","Zfp36"
"miR29a_targets_score_lt_neg0.2","Islr2"
"miR29a_targets_score_lt_neg0.2","Clec2l"
"miR29a_targets_score_lt_neg0.2","Fbn1"
"miR29a_targets_score_lt_neg0.2","Tfeb"
"miR29a_targets_score_lt_neg0.2","Nckap5"
"miR29a_targets_score_lt_neg0.2","Gxylt2"
"miR29a_targets_score_lt_neg0.2","Rpl5"
"miR29a_targets_score_lt_neg0.2","Zbtb5"
"miR29a_targets_score_lt_neg0.2","Dpp3"
"miR29a_targets_score_lt_neg0.2","Amer1"
"miR29a_targets_score_lt_neg0.2","Tnfrsf1a"
"miR29a_targets_score_lt_neg0.2","Cd276"
"miR29a_targets_score_lt_neg0.2","Tmc5"
"miR29a_targets_score_lt_neg0.2","Col24a1"
"miR29a_targets_score_lt_neg0.2","Snx24"
"miR29a_targets_score_lt_neg0.2","Xkr6"
"miR29a_targets_score_lt_neg0.2","Npas3"
"miR29a_targets_score_lt_neg0.2","Col27a1"
"miR29a_targets_score_lt_neg0.2","Atp5g1"
"miR29a_targets_score_lt_neg0.2","Dgkd"
"miR29a_targets_score_lt_neg0.2","Dtwd2"
"miR29a_targets_score_lt_neg0.2","Arf2"
"miR29a_targets_score_lt_neg0.2","Kctd3"
"miR29a_targets_score_lt_neg0.2","Morf4l1"
"miR29a_targets_score_lt_neg0.2","Pdgfc"
"miR29a_targets_score_lt_neg0.2","Zfp282"
"miR29a_targets_score_lt_neg0.2","Mcl1"
"miR29a_targets_score_lt_neg0.2","Tubb2a"
"miR29a_targets_score_lt_neg0.2","Cep97"
"miR29a_targets_score_lt_neg0.2","Elf2"
"miR29a_targets_score_lt_neg0.2","Per3"
"miR29a_targets_score_lt_neg0.2","Hdac4"
"miR29a_targets_score_lt_neg0.2","Stard8"
"miR29a_targets_score_lt_neg0.2","Dynlt1a"
"miR29a_targets_score_lt_neg0.2","Dynlt1b"
"miR29a_targets_score_lt_neg0.2","Phc1"
"miR29a_targets_score_lt_neg0.2","Dynlt1f"
"miR29a_targets_score_lt_neg0.2","Ammecr1l"
"miR29a_targets_score_lt_neg0.2","Mybl2"
"miR29a_targets_score_lt_neg0.2","Btg2"
"miR29a_targets_score_lt_neg0.2","Pdgfa"
"miR29a_targets_score_lt_neg0.2","Mycn"
"miR29a_targets_score_lt_neg0.2","Kctd5"
"miR29a_targets_score_lt_neg0.2","Mllt11"
"miR29a_targets_score_lt_neg0.2","Taf5"
"miR29a_targets_score_lt_neg0.2","Dnmt3b"
"miR29a_targets_score_lt_neg0.2","Adamts18"
"miR29a_targets_score_lt_neg0.2","Hmgn3"
"miR29a_targets_score_lt_neg0.2","Ddx3x"
"miR29a_targets_score_lt_neg0.2","Elovl4"
"miR29a_targets_score_lt_neg0.2","Tpk1"
"miR29a_targets_score_lt_neg0.2","Nckap5l"
"miR29a_targets_score_lt_neg0.2","Dgkh"
"miR29a_targets_score_lt_neg0.2","9530068E07Rik"
"miR29a_targets_score_lt_neg0.2","Col6a3"
"miR29a_targets_score_lt_neg0.2","Col15a1"
"miR29a_targets_score_lt_neg0.2","Zdhhc5"
"miR29a_targets_score_lt_neg0.2","Kif26a"
"miR29a_targets_score_lt_neg0.2","Sms"
"miR29a_targets_score_lt_neg0.2","Col4a3"
"miR29a_targets_score_lt_neg0.2","Efna5"
"miR29a_targets_score_lt_neg0.2","Ccnyl1"
"miR29a_targets_score_lt_neg0.2","Plp1"
"miR29a_targets_score_lt_neg0.2","Fam168b"
"miR29a_targets_score_lt_neg0.2","Klhl28"
"miR29a_targets_score_lt_neg0.2","Nos1ap"
"miR29a_targets_score_lt_neg0.2","Mafg"
"miR29a_targets_score_lt_neg0.2","Tmem236"
"miR29a_targets_score_lt_neg0.2","Hif3a"
"miR29a_targets_score_lt_neg0.2","Mbtd1"
"miR29a_targets_score_lt_neg0.2","Clk2"
"miR29a_targets_score_lt_neg0.2","Ppp1r3d"
"miR29a_targets_score_lt_neg0.2","Chfr"
"miR29a_targets_score_lt_neg0.2","Tspan14"
"miR29a_targets_score_lt_neg0.2","Sh3bp5l"
"miR29a_targets_score_lt_neg0.2","N4bp2l1"
"miR29a_targets_score_lt_neg0.2","Prpf3"
"miR29a_targets_score_lt_neg0.2","Eml5"
"miR29a_targets_score_lt_neg0.2","Ankrd49"
"miR29a_targets_score_lt_neg0.2","Nap1l3"
"miR29a_targets_score_lt_neg0.2","Erlin2"
"miR29a_targets_score_lt_neg0.2","Pdgfrb"
"miR29a_targets_score_lt_neg0.2","Ccnt2"
"miR29a_targets_score_lt_neg0.2","Eml6"
"miR29a_targets_score_lt_neg0.2","Lif"
"miR29a_targets_score_lt_neg0.2","Unc13b"
"miR29a_targets_score_lt_neg0.2","Pthlh"
"miR29a_targets_score_lt_neg0.2","Col6a2"
"miR29a_targets_score_lt_neg0.2","Kif26b"
"miR29a_targets_score_lt_neg0.2","Arf5"
"miR29a_targets_score_lt_neg0.2","Fbxl18"
"miR29a_targets_score_lt_neg0.2","Cmpk1"
"miR29a_targets_score_lt_neg0.2","Dio2"
"miR29a_targets_score_lt_neg0.2","Bcl2l2"
"miR29a_targets_score_lt_neg0.2","Zbtb46"
"miR29a_targets_score_lt_neg0.2","Col8a1"
"miR29a_targets_score_lt_neg0.2","Fbxw7"
"miR29a_targets_score_lt_neg0.2","Sgk1"
"miR29a_targets_score_lt_neg0.2","Dynlt1c"
"miR29a_targets_score_lt_neg0.2","Proser1"
"miR29a_targets_score_lt_neg0.2","Ccnl2"
"miR29a_targets_score_lt_neg0.2","Fam219b"
"miR29a_targets_score_lt_neg0.2","Tll1"
"miR29a_targets_score_lt_neg0.2","Kctd15"
"miR29a_targets_score_lt_neg0.2","Hmgcr"
"miR29a_targets_score_lt_neg0.2","Nanp"
"miR29a_targets_score_lt_neg0.2","Cbx2"
"miR29a_targets_score_lt_neg0.2","Chsy1"
"miR29a_targets_score_lt_neg0.2","Vamp3"
"miR29a_targets_score_lt_neg0.2","Xkr4"
"miR29a_targets_score_lt_neg0.2","Upk1b"
"miR29a_targets_score_lt_neg0.2","Dolpp1"
"miR29a_targets_score_lt_neg0.2","Gid8"
"miR29a_targets_score_lt_neg0.2","Trafd1"
"miR29a_targets_score_lt_neg0.2","Tcf4"
"miR29a_targets_score_lt_neg0.2","Gtpbp2"
"miR29a_targets_score_lt_neg0.2","Commd2"
"miR29a_targets_score_lt_neg0.2","Hcn1"
"miR29a_targets_score_lt_neg0.2","Usp34"
"miR29a_targets_score_lt_neg0.2","Cilp2"
"miR29a_targets_score_lt_neg0.2","Spry1"
"miR29a_targets_score_lt_neg0.2","Rlim"
"miR29a_targets_score_lt_neg0.2","Fam193b"
"miR29a_targets_score_lt_neg0.2","Abhd4"
"miR29a_targets_score_lt_neg0.2","Ppm1d"
"miR29a_targets_score_lt_neg0.2","Mark3"
"miR29a_targets_score_lt_neg0.2","Mog"
"miR29a_targets_score_lt_neg0.2","Mxd4"
"miR29a_targets_score_lt_neg0.2","Nup160"
"miR29a_targets_score_lt_neg0.2","Slc16a14"
"miR29a_targets_score_lt_neg0.2","Pik3r1"
"miR29a_targets_score_lt_neg0.2","Adamts20"
"miR29a_targets_score_lt_neg0.2","Arrdc3"
"miR29a_targets_score_lt_neg0.2","Sypl2"
"miR29a_targets_score_lt_neg0.2","Bdh1"
"miR29a_targets_score_lt_neg0.2","Lypla1"
"miR29a_targets_score_lt_neg0.2","Ypel2"
"miR29a_targets_score_lt_neg0.2","Spata2l"
"miR29a_targets_score_lt_neg0.2","Ldlrad3"
"miR29a_targets_score_lt_neg0.2","Insig1"
"miR29a_targets_score_lt_neg0.2","4921524J17Rik"
"miR29a_targets_score_lt_neg0.2","Golga7"
"miR29a_targets_score_lt_neg0.2","Mfap2"
"miR29a_targets_score_lt_neg0.2","Ing4"
"miR29a_targets_score_lt_neg0.2","Emp1"
"miR29a_targets_score_lt_neg0.2","Emid1"
"miR29a_targets_score_lt_neg0.2","Vegfa"
"miR29a_targets_score_lt_neg0.2","Isl1"
"miR29a_targets_score_lt_neg0.2","Naa40"
"miR29a_targets_score_lt_neg0.2","Ldlrap1"
"miR29a_targets_score_lt_neg0.2","Bmf"
"miR29a_targets_score_lt_neg0.2","Dennd6a"
"miR29a_targets_score_lt_neg0.2","Abce1"
"miR29a_targets_score_lt_neg0.2","Rab30"
"miR29a_targets_score_lt_neg0.2","Chic2"
"miR29a_targets_score_lt_neg0.2","Foxo3"
"miR29a_targets_score_lt_neg0.2","Urm1"
"miR29a_targets_score_lt_neg0.2","Ankrd13b"
"miR29a_targets_score_lt_neg0.2","Plag1"
"miR29a_targets_score_lt_neg0.2","Col4a6"
"miR29a_targets_score_lt_neg0.2","Thsd4"
"miR29a_targets_score_lt_neg0.2","Eml4"
"miR29a_targets_score_lt_neg0.2","Fos"
"miR29a_targets_score_lt_neg0.2","Sptan1"
"miR29a_targets_score_lt_neg0.2","Trp53inp1"
"miR29a_targets_score_lt_neg0.2","Gpcpd1"
"miR29a_targets_score_lt_neg0.2","Syncrip"
"miR29a_targets_score_lt_neg0.2","Trim37"
"miR29a_targets_score_lt_neg0.2","Atg9a"
"miR29a_targets_score_lt_neg0.2","Tbc1d7"
"miR29a_targets_score_lt_neg0.2","Iffo1"
"miR29a_targets_score_lt_neg0.2","Apcdd1"
"miR29a_targets_score_lt_neg0.2","Ddx3y"
"miR29a_targets_score_lt_neg0.2","Hmgcs1"
"miR29a_targets_score_lt_neg0.2","Cep68"
"miR29a_targets_score_lt_neg0.2","Kdm5b"
"miR29a_targets_score_lt_neg0.2","Amot"
"miR29a_targets_score_lt_neg0.2","Hecw1"
"miR29a_targets_score_lt_neg0.2","Samd4"
"miR29a_targets_score_lt_neg0.2","Dbt"
"miR29a_targets_score_lt_neg0.2","Nlgn3"
"miR29a_targets_score_lt_neg0.2","Fam76b"
"miR29a_targets_score_lt_neg0.2","Jazf1"
"miR29a_targets_score_lt_neg0.2","Ccdc85a"
"miR29a_targets_score_lt_neg0.2","Plekha8"
"miR29a_targets_score_lt_neg0.2","Rapgefl1"
"miR29a_targets_score_lt_neg0.2","Prrt4"
"miR29a_targets_score_lt_neg0.2","Col4a4"
"miR29a_targets_score_lt_neg0.2","Otub2"
"miR29a_targets_score_lt_neg0.2","Usp42"
"miR29a_targets_score_lt_neg0.2","Ptbp3"
"miR29a_targets_score_lt_neg0.2","Zfp651"
"miR29a_targets_score_lt_neg0.2","Shroom4"
"miR29a_targets_score_lt_neg0.2","Oxtr"
"miR29a_targets_score_lt_neg0.2","Larp4b"
"miR29a_targets_score_lt_neg0.2","Tspan4"
"miR29a_targets_score_lt_neg0.2","Cdc7"
"miR29a_targets_score_lt_neg0.2","Pdhx"
"miR29a_targets_score_lt_neg0.2","Pigm"
"miR29a_targets_score_lt_neg0.2","Ahr"
"miR29a_targets_score_lt_neg0.2","Asxl3"
"miR29a_targets_score_lt_neg0.2","Stag2"
"miR29a_targets_score_lt_neg0.2","1700019D03Rik"
"miR29a_targets_score_lt_neg0.2","Endou"
"miR29a_targets_score_lt_neg0.2","Josd1"
"miR29a_targets_score_lt_neg0.2","Slc16a2"
"miR29a_targets_score_lt_neg0.2","Mfap3"
"miR29a_targets_score_lt_neg0.2","Nkrf"
"miR29a_targets_score_lt_neg0.2","R3hdm4"
"miR29a_targets_score_lt_neg0.2","Hnrnpf"
"miR29a_targets_score_lt_neg0.2","Ywhae"
"miR29a_targets_score_lt_neg0.2","Akap5"
"miR29a_targets_score_lt_neg0.2","Cd46"
"miR29a_targets_score_lt_neg0.2","B3galt1"
"miR29a_targets_score_lt_neg0.2","Senp1"
"miR29a_targets_score_lt_neg0.2","Orai2"
"miR29a_targets_score_lt_neg0.2","Entpd7"
"miR29a_targets_score_lt_neg0.2","Rap1gds1"
"miR29a_targets_score_lt_neg0.2","Cpsf7"
"miR29a_targets_score_lt_neg0.2","Bmpr1a"
"miR29a_targets_score_lt_neg0.2","Klf4"
"miR29a_targets_score_lt_neg0.2","Fbn2"
"miR29a_targets_score_lt_neg0.2","Arl5b"
"miR29a_targets_score_lt_neg0.2","Itgb1"
"miR29a_targets_score_lt_neg0.2","Rab15"
"miR29a_targets_score_lt_neg0.2","Vcl"
"miR29a_targets_score_lt_neg0.2","Tmem183a"
"miR29a_targets_score_lt_neg0.2","Rnf122"
"miR29a_targets_score_lt_neg0.2","Col19a1"
"miR29a_targets_score_lt_neg0.2","Fbxw9"
"miR29a_targets_score_lt_neg0.2","Zkscan7"
"miR29a_targets_score_lt_neg0.2","Ap1g1"
"miR29a_targets_score_lt_neg0.2","Rev3l"
"miR29a_targets_score_lt_neg0.2","Fam184b"
"miR29a_targets_score_lt_neg0.2","Strn4"
"miR29a_targets_score_lt_neg0.2","Nav2"
"miR29a_targets_score_lt_neg0.2","Rora"
"miR29a_targets_score_lt_neg0.2","Rgs8"
"miR29a_targets_score_lt_neg0.2","Traf3"
"miR29a_targets_score_lt_neg0.2","Kcnip2"
"miR29a_targets_score_lt_neg0.2","Scamp5"
"miR29a_targets_score_lt_neg0.2","Prkab2"
"miR29a_targets_score_lt_neg0.2","Med12l"
"miR29a_targets_score_lt_neg0.2","Setdb1"
"miR29a_targets_score_lt_neg0.2","Dot1l"
"miR29a_targets_score_lt_neg0.2","Klf12"
"miR29a_targets_score_lt_neg0.2","Slc7a1"
"miR29a_targets_score_lt_neg0.2","Snx4"
"miR29a_targets_score_lt_neg0.2","Csrnp2"
"miR29a_targets_score_lt_neg0.2","Sppl2b"
"miR29a_targets_score_lt_neg0.2","Camk2g"
"miR29a_targets_score_lt_neg0.2","Klhl9"
"miR29a_targets_score_lt_neg0.2","Lasp1"
"miR29a_targets_score_lt_neg0.2","Ccnd2"
"miR29a_targets_score_lt_neg0.2","Rnf13"
"miR29a_targets_score_lt_neg0.2","Ppm1e"
"miR29a_targets_score_lt_neg0.2","Spast"
"miR29a_targets_score_lt_neg0.2","Pcyt1b"
"miR29a_targets_score_lt_neg0.2","Slc43a2"
"miR29a_targets_score_lt_neg0.2","Ltbr"
"miR29a_targets_score_lt_neg0.2","Nkiras2"
"miR29a_targets_score_lt_neg0.2","Schip1"
"miR29a_targets_score_lt_neg0.2","Col22a1"
"miR29a_targets_score_lt_neg0.2","Htr1b"
"miR29a_targets_score_lt_neg0.2","Atxn1"
"miR29a_targets_score_lt_neg0.2","Ctdspl2"
"miR29a_targets_score_lt_neg0.2","Pik3r3"
"miR29a_targets_score_lt_neg0.2","Rere"
"miR29a_targets_score_lt_neg0.2","Ina"
"miR29a_targets_score_lt_neg0.2","Shroom2"
"miR29a_targets_score_lt_neg0.2","Dennd1b"
"miR29a_targets_score_lt_neg0.2","Zc4h2"
"miR29a_targets_score_lt_neg0.2","Zfp91"
"miR29a_targets_score_lt_neg0.2","Hinfp"
"miR29a_targets_score_lt_neg0.2","Dpysl2"
"miR29a_targets_score_lt_neg0.2","Slc16a7"
"miR29a_targets_score_lt_neg0.2","Cyth3"
